prediction,name
1,AMP2711
0,nonAMP2805
1,AMP1031
1,AMP1237
0,nonAMP2009
0,nonAMP2989
1,nonAMP3179
1,AMP1892
0,nonAMP1686
0,nonAMP1324
1,AMP297
1,AMP3158
0,nonAMP2800
0,nonAMP2645
0,nonAMP1718
0,nonAMP2798
0,nonAMP1476
1,AMP1635
0,nonAMP3219
1,AMP2447
1,AMP927
1,nonAMP2357
1,AMP1491
1,AMP1510
1,AMP2522
0,nonAMP984
1,nonAMP146
0,nonAMP3177
1,AMP2111
1,AMP666
1,AMP2565
0,nonAMP1314
1,AMP32
0,nonAMP1926
1,AMP1581
0,nonAMP1461
0,nonAMP2694
0,nonAMP1458
1,AMP2571
0,nonAMP470
1,AMP1358
0,nonAMP1024
0,nonAMP1027
0,nonAMP2272
0,nonAMP3099
1,AMP567
1,AMP1518
0,nonAMP268
0,nonAMP519
0,nonAMP531
0,nonAMP1126
0,nonAMP1264
0,nonAMP215
0,nonAMP1102
0,nonAMP2333
1,AMP2294
1,AMP1328
0,nonAMP109
0,nonAMP3061
1,AMP2452
1,AMP1048
0,nonAMP411
0,nonAMP2991
0,nonAMP2787
0,nonAMP795
1,AMP1342
1,AMP2735
1,nonAMP808
1,AMP1768
0,nonAMP2088
1,AMP2523
1,AMP1130
1,AMP1809
1,AMP1661
0,nonAMP615
1,AMP2396
0,nonAMP2211
1,AMP894
0,nonAMP3063
0,nonAMP1090
0,nonAMP2967
0,nonAMP1829
1,AMP2489
0,nonAMP256
0,nonAMP3143
1,AMP1650
0,nonAMP2851
1,AMP1050
1,AMP2494
1,AMP3109
0,nonAMP2580
0,nonAMP1333
0,nonAMP1277
0,nonAMP1410
1,AMP495
1,AMP3074
1,AMP2816
0,nonAMP271
1,AMP230
1,AMP1181
1,AMP659
1,AMP448
0,nonAMP457
0,nonAMP1523
1,AMP3021
1,AMP1064
0,nonAMP3227
0,nonAMP1443
1,AMP120
0,nonAMP1959
1,AMP3082
0,nonAMP499
1,AMP5
1,AMP3112
1,AMP472
0,nonAMP2783
1,AMP1965
1,AMP516
1,AMP1759
1,AMP1607
1,AMP604
1,AMP2300
1,AMP376
1,AMP723
0,nonAMP2149
0,nonAMP741
1,AMP57
0,nonAMP901
0,nonAMP2689
0,nonAMP1892
1,AMP1507
1,AMP1541
1,nonAMP2563
0,nonAMP2275
0,nonAMP2403
0,nonAMP34
0,nonAMP1823
1,AMP1893
0,nonAMP1511
1,AMP2986
0,nonAMP413
1,AMP2163
1,AMP2229
1,AMP1033
1,AMP1875
0,nonAMP1573
1,AMP115
1,AMP1882
0,nonAMP638
1,AMP258
0,nonAMP2982
1,AMP2967
0,nonAMP3039
1,AMP183
0,nonAMP91
0,nonAMP2330
1,AMP1461
1,AMP2596
0,nonAMP3037
0,nonAMP2028
1,AMP2815
1,AMP2366
1,AMP834
0,nonAMP1801
0,nonAMP461
0,nonAMP1933
1,AMP2184
1,AMP3099
0,nonAMP1033
0,nonAMP1534
1,AMP1055
1,AMP1852
0,nonAMP1935
0,nonAMP2975
1,AMP2550
1,AMP100
1,AMP1887
1,AMP2385
0,nonAMP2314
1,AMP2243
0,AMP568
1,AMP1802
0,nonAMP369
1,AMP13
0,AMP2119
0,nonAMP1594
1,nonAMP2143
0,nonAMP2394
0,nonAMP1632
1,AMP1250
1,AMP2299
0,nonAMP315
1,AMP2987
1,AMP247
1,AMP1101
0,nonAMP2501
0,nonAMP3012
0,nonAMP51
1,AMP702
0,nonAMP1630
0,nonAMP2142
0,nonAMP404
0,nonAMP3013
0,nonAMP3220
0,nonAMP2667
1,AMP2005
1,AMP672
1,AMP1688
1,AMP1202
1,AMP1996
1,AMP480
0,nonAMP3262
0,nonAMP1260
1,AMP2015
1,AMP932
0,nonAMP1262
1,AMP2410
1,AMP2280
0,nonAMP2523
0,nonAMP2099
0,nonAMP317
1,AMP1634
0,nonAMP1924
1,AMP1519
0,nonAMP2472
1,AMP1874
0,nonAMP2804
1,AMP847
1,AMP2039
1,AMP2395
0,nonAMP141
1,AMP929
1,AMP145
1,AMP787
0,nonAMP3138
0,nonAMP313
1,AMP1706
1,nonAMP810
1,AMP2569
0,nonAMP1184
0,nonAMP2910
1,AMP2588
1,AMP478
0,nonAMP597
0,nonAMP3205
0,nonAMP2610
0,nonAMP224
0,nonAMP1663
1,AMP1906
0,nonAMP1002
1,AMP514
1,AMP2899
1,AMP1348
0,nonAMP178
1,AMP2867
0,nonAMP3140
0,nonAMP1449
0,nonAMP2736
1,AMP2804
0,nonAMP2351
1,AMP3224
1,AMP1286
1,AMP186
1,AMP301
1,AMP1615
1,AMP1570
1,AMP52
0,nonAMP1541
0,nonAMP939
0,nonAMP3072
1,AMP1046
1,AMP946
0,nonAMP1447
0,AMP2134
0,nonAMP1374
0,nonAMP294
0,nonAMP179
1,AMP2376
1,AMP1907
0,nonAMP1358
1,AMP3200
0,nonAMP2996
0,nonAMP3120
0,nonAMP2757
0,nonAMP3203
1,AMP2841
0,nonAMP1877
1,AMP409
1,AMP235
0,nonAMP2626
0,nonAMP2003
1,AMP280
0,nonAMP633
0,nonAMP3084
0,nonAMP2336
0,nonAMP694
0,nonAMP1793
0,nonAMP22
1,AMP1189
1,AMP3248
0,nonAMP1621
1,AMP1388
1,AMP2077
0,nonAMP2233
1,AMP856
0,nonAMP2119
0,nonAMP1110
1,AMP1335
1,AMP3168
0,nonAMP1624
1,AMP1460
1,AMP2351
0,nonAMP2161
0,nonAMP2230
0,nonAMP1966
0,nonAMP1221
1,AMP1579
1,AMP1356
1,AMP2687
1,AMP2334
1,AMP2359
0,nonAMP3253
1,AMP2123
1,AMP3029
1,nonAMP1647
0,nonAMP690
1,AMP46
1,AMP2880
1,AMP969
0,nonAMP320
0,nonAMP3058
0,nonAMP1854
1,AMP1070
1,nonAMP2622
0,nonAMP774
0,nonAMP2243
1,AMP477
0,nonAMP1795
1,AMP2322
0,nonAMP3157
1,AMP432
0,nonAMP875
1,AMP2284
0,nonAMP1764
0,nonAMP87
1,AMP2383
1,AMP2421
0,nonAMP2369
0,nonAMP1937
1,AMP1818
1,AMP2074
1,AMP202
1,AMP525
1,AMP1188
0,nonAMP533
1,AMP810
0,nonAMP2021
1,AMP1649
0,AMP3058
1,AMP2113
0,nonAMP1424
0,nonAMP2732
1,AMP1453
1,AMP2428
0,nonAMP791
1,AMP293
0,nonAMP702
0,nonAMP3083
0,nonAMP1603
0,nonAMP3146
0,nonAMP104
0,nonAMP278
0,nonAMP2353
0,nonAMP2737
0,nonAMP991
0,nonAMP806
1,AMP2512
1,AMP3019
0,nonAMP746
1,AMP2168
0,nonAMP2065
0,nonAMP3104
1,nonAMP605
0,nonAMP1145
0,nonAMP2679
1,AMP2627
0,nonAMP1952
0,nonAMP2469
0,nonAMP1642
1,AMP1129
1,nonAMP2486
1,AMP515
1,AMP3034
1,AMP2344
1,AMP2929
0,nonAMP2209
0,nonAMP155
0,nonAMP525
0,nonAMP1938
1,AMP221
0,nonAMP3134
0,nonAMP2371
1,AMP1975
0,nonAMP3174
1,AMP1411
1,AMP919
0,nonAMP1906
1,nonAMP1056
1,AMP709
0,nonAMP838
0,nonAMP2883
1,AMP2674
1,AMP1118
0,nonAMP2245
0,nonAMP572
1,AMP2208
1,AMP452
0,nonAMP2650
1,AMP1728
1,AMP2358
0,nonAMP439
0,nonAMP1290
0,nonAMP2205
0,nonAMP3263
1,AMP555
1,AMP288
0,nonAMP2231
0,nonAMP1587
1,AMP2947
0,nonAMP1490
1,AMP1107
0,nonAMP1471
1,AMP1232
0,nonAMP3000
1,AMP2657
0,nonAMP2168
0,nonAMP2950
1,AMP662
0,nonAMP955
1,AMP546
1,AMP2606
1,AMP797
1,AMP2175
0,nonAMP613
0,nonAMP284
1,AMP1665
1,AMP2226
1,AMP533
0,nonAMP2216
1,AMP443
0,nonAMP2673
0,nonAMP2547
0,nonAMP304
1,AMP1666
0,nonAMP168
0,nonAMP948
0,nonAMP762
0,nonAMP1672
0,nonAMP361
1,AMP1067
1,AMP1488
0,nonAMP2435
1,AMP2264
0,nonAMP90
1,AMP1263
0,nonAMP2592
0,nonAMP3267
0,nonAMP2548
0,nonAMP943
1,AMP1551
1,nonAMP170
0,nonAMP2320
0,nonAMP2997
1,AMP2529
1,AMP68
0,nonAMP3141
1,AMP1531
0,nonAMP1701
0,nonAMP1687
0,nonAMP2987
0,nonAMP295
0,nonAMP912
0,nonAMP364
0,nonAMP1089
1,AMP2353
1,AMP345
1,AMP1829
1,AMP1603
0,nonAMP1216
0,nonAMP2849
1,AMP430
1,AMP281
1,AMP1494
1,AMP463
0,nonAMP2366
0,nonAMP1307
1,AMP1612
1,AMP1097
1,AMP1341
1,AMP374
1,AMP2904
1,AMP1427
0,nonAMP2073
0,nonAMP2377
0,nonAMP1109
0,nonAMP571
1,AMP2483
1,AMP649
0,nonAMP2294
1,nonAMP2686
0,nonAMP2796
1,AMP1578
0,nonAMP1348
1,AMP461
0,nonAMP1201
1,AMP3134
0,nonAMP567
0,nonAMP1070
1,AMP1877
1,AMP3221
0,nonAMP352
1,AMP3260
0,nonAMP2639
0,nonAMP345
1,nonAMP3221
1,AMP2248
1,AMP1979
0,nonAMP2825
1,AMP3258
1,AMP1929
0,nonAMP3040
0,nonAMP204
0,nonAMP692
1,AMP1657
0,nonAMP1842
1,AMP2207
1,AMP171
0,nonAMP1179
1,AMP2101
1,AMP1730
1,AMP3217
0,nonAMP722
0,nonAMP2077
0,nonAMP2534
0,nonAMP819
1,AMP2500
1,AMP3264
0,nonAMP2048
0,nonAMP1666
1,AMP2794
1,AMP1686
0,nonAMP2449
0,nonAMP2640
0,nonAMP542
1,AMP104
0,nonAMP515
1,AMP2075
1,AMP819
1,nonAMP1689
1,AMP2181
1,AMP273
1,AMP3057
0,nonAMP2293
0,nonAMP279
0,nonAMP2015
0,nonAMP521
1,AMP3143
0,nonAMP261
0,nonAMP2669
0,nonAMP1567
1,AMP2401
1,AMP155
1,AMP554
0,nonAMP2007
0,nonAMP423
0,nonAMP1114
1,AMP1993
1,AMP2643
0,nonAMP2570
0,nonAMP2585
1,AMP635
1,AMP156
1,AMP1636
1,AMP2982
1,AMP2467
1,AMP941
0,nonAMP3255
0,nonAMP1389
0,nonAMP578
0,nonAMP377
0,nonAMP540
0,nonAMP2743
0,nonAMP1265
0,nonAMP2904
0,nonAMP1235
0,nonAMP2653
0,nonAMP245
1,AMP299
1,AMP1631
1,AMP1923
1,AMP1178
0,nonAMP2490
1,AMP1517
0,nonAMP287
1,AMP885
1,AMP1306
1,AMP2886
1,AMP1608
1,AMP2745
0,nonAMP1580
1,AMP821
0,nonAMP1412
0,nonAMP570
0,nonAMP110
1,AMP1334
0,nonAMP2492
0,nonAMP1885
1,AMP2267
0,nonAMP1194
1,AMP3002
1,AMP371
1,nonAMP2364
0,nonAMP3097
1,AMP733
0,nonAMP748
0,nonAMP544
1,AMP3208
1,AMP1414
0,nonAMP44
0,nonAMP2031
0,nonAMP3168
1,AMP414
1,AMP2471
0,nonAMP65
1,AMP469
0,nonAMP915
1,AMP2722
1,AMP2069
0,nonAMP837
0,nonAMP1376
0,nonAMP2229
1,AMP99
0,nonAMP3257
0,nonAMP1867
0,nonAMP3043
1,AMP296
0,nonAMP1198
0,nonAMP2813
0,nonAMP73
0,nonAMP603
1,AMP1753
0,nonAMP659
1,AMP2287
0,nonAMP2598
0,nonAMP2601
0,nonAMP3108
0,nonAMP1107
0,nonAMP403
1,AMP1219
0,AMP2088
0,nonAMP2951
1,AMP2462
0,nonAMP614
0,nonAMP563
1,AMP161
1,AMP506
1,AMP2696
0,nonAMP1902
0,nonAMP2367
1,AMP954
1,AMP806
1,AMP3245
1,AMP2011
0,nonAMP55
0,nonAMP184
0,nonAMP2814
0,nonAMP275
0,nonAMP231
1,AMP1622
1,AMP1437
0,nonAMP1931
0,nonAMP2569
0,nonAMP1441
1,AMP965
0,nonAMP776
1,AMP346
1,AMP3113
0,nonAMP687
1,AMP1720
1,AMP1700
0,nonAMP2820
1,AMP2255
0,nonAMP916
1,AMP1214
0,nonAMP1477
1,AMP773
1,AMP123
1,AMP80
1,AMP587
1,AMP1165
1,AMP3230
0,nonAMP757
1,AMP1897
1,AMP990
0,nonAMP1840
0,nonAMP2456
1,AMP1969
0,nonAMP1232
0,nonAMP418
1,AMP1592
0,nonAMP428
0,nonAMP1054
1,AMP1742
0,nonAMP197
0,nonAMP1082
1,AMP704
1,AMP143
0,nonAMP2531
0,nonAMP1886
1,AMP520
0,nonAMP708
0,nonAMP1454
0,nonAMP1331
0,nonAMP2958
1,AMP852
1,AMP2808
1,AMP727
0,nonAMP190
1,AMP602
0,nonAMP1479
1,AMP2052
1,AMP331
1,AMP2549
1,AMP951
1,AMP3121
0,nonAMP2443
1,AMP287
0,nonAMP16
0,nonAMP2100
1,AMP681
1,AMP404
0,nonAMP2053
0,nonAMP1494
1,AMP2169
1,AMP2727
1,AMP915
1,AMP69
1,AMP1100
0,nonAMP3230
0,nonAMP2258
0,nonAMP2889
1,AMP1177
0,nonAMP3245
1,AMP21
0,nonAMP691
1,AMP2894
1,AMP2399
1,AMP687
0,nonAMP1406
1,AMP1888
0,nonAMP2008
1,nonAMP2404
0,nonAMP220
0,nonAMP604
0,nonAMP3066
0,nonAMP2898
1,AMP992
0,nonAMP2927
1,AMP962
0,nonAMP2420
1,AMP1355
1,AMP1057
1,AMP1403
1,AMP680
1,AMP334
1,AMP2499
1,AMP372
1,AMP2437
1,AMP2709
1,AMP1412
1,AMP2914
0,nonAMP1696
1,AMP2329
0,nonAMP3215
0,nonAMP446
0,nonAMP3183
1,AMP2541
1,AMP1807
0,nonAMP1586
0,nonAMP228
1,AMP236
1,AMP1912
1,AMP759
1,AMP160
0,AMP2180
1,AMP2676
1,AMP368
1,AMP1090
0,nonAMP1113
1,AMP1481
0,nonAMP3129
1,nonAMP862
1,AMP1780
1,AMP3201
1,AMP1871
0,nonAMP2317
0,nonAMP293
1,AMP2259
0,nonAMP697
1,AMP2849
0,nonAMP1122
0,nonAMP1953
1,AMP88
1,AMP2858
0,nonAMP688
1,AMP483
0,nonAMP3186
0,nonAMP793
1,AMP539
0,nonAMP1135
1,AMP2176
1,AMP1703
1,AMP2210
0,nonAMP2340
0,nonAMP2542
1,AMP465
1,AMP2081
0,AMP2160
1,AMP924
0,nonAMP2313
0,nonAMP2276
0,nonAMP2648
1,AMP2241
1,AMP2948
0,nonAMP1597
1,AMP863
0,nonAMP2308
0,nonAMP1022
1,AMP26
1,AMP2204
0,nonAMP579
1,AMP1707
1,AMP223
0,nonAMP2346
1,AMP689
1,AMP2686
1,AMP2063
0,nonAMP1328
1,AMP3024
0,nonAMP1427
1,AMP3156
0,nonAMP969
1,AMP45
1,AMP995
0,nonAMP1062
1,AMP2099
1,AMP303
0,nonAMP2424
1,AMP899
1,AMP2556
0,nonAMP1786
0,nonAMP959
1,AMP182
1,AMP2799
1,AMP3124
0,nonAMP1489
1,AMP936
1,AMP2228
0,nonAMP1911
1,AMP487
0,nonAMP2978
1,AMP3126
0,nonAMP238
0,nonAMP308
0,nonAMP303
0,nonAMP963
1,AMP1106
1,AMP3003
1,AMP2485
1,AMP34
0,nonAMP740
1,AMP2700
0,nonAMP1716
0,nonAMP2769
0,nonAMP770
0,nonAMP2360
0,nonAMP607
1,AMP357
1,AMP2062
0,nonAMP2942
0,nonAMP545
0,nonAMP2980
1,AMP2189
1,AMP1316
1,AMP199
0,nonAMP1116
0,nonAMP1831
1,AMP16
1,AMP2253
0,nonAMP1329
1,AMP2525
0,nonAMP2114
1,AMP2080
1,AMP1673
1,AMP989
0,nonAMP2064
0,nonAMP1218
0,nonAMP1417
1,AMP2535
1,AMP2296
0,nonAMP28
1,AMP3180
1,AMP2341
0,nonAMP1708
0,nonAMP1256
0,nonAMP1269
1,AMP1175
1,AMP732
1,nonAMP2084
0,nonAMP3209
0,nonAMP2590
0,nonAMP2199
0,nonAMP2478
1,AMP2007
0,nonAMP1563
0,nonAMP2407
1,AMP2312
1,AMP22
1,AMP2822
1,AMP2626
0,nonAMP1378
0,nonAMP2577
0,nonAMP2502
0,nonAMP2631
1,AMP2586
1,AMP2403
1,AMP501
0,nonAMP2181
0,nonAMP979
1,AMP187
0,nonAMP1724
1,AMP3035
1,AMP841
0,nonAMP2557
0,nonAMP2572
0,nonAMP2662
0,nonAMP3176
1,AMP1000
0,nonAMP1776
0,nonAMP3169
0,nonAMP756
1,AMP326
0,nonAMP274
1,AMP1557
1,AMP1240
1,AMP1294
0,nonAMP2657
0,nonAMP2091
0,nonAMP2881
1,AMP935
0,nonAMP2146
0,nonAMP830
0,nonAMP999
0,nonAMP1660
0,nonAMP154
0,nonAMP1445
1,AMP1683
1,AMP2266
0,nonAMP2436
0,nonAMP2778
1,AMP3146
0,nonAMP1354
1,AMP1470
1,AMP455
0,nonAMP3042
0,nonAMP2615
1,AMP2922
0,nonAMP3024
1,AMP226
0,nonAMP2934
1,AMP2622
1,AMP292
0,nonAMP272
1,AMP1359
0,nonAMP415
0,nonAMP1591
1,AMP112
1,AMP2317
0,nonAMP240
1,AMP486
0,nonAMP1917
1,AMP1585
0,nonAMP2599
0,nonAMP998
1,AMP664
1,AMP2492
1,AMP903
1,AMP333
0,nonAMP3075
0,nonAMP310
1,AMP3006
1,AMP1093
1,AMP2214
1,AMP991
1,AMP1983
0,nonAMP2723
1,AMP543
1,AMP907
1,AMP103
0,nonAMP2745
1,AMP828
0,nonAMP158
0,nonAMP1945
1,nonAMP1880
0,nonAMP297
1,AMP1558
0,nonAMP835
0,nonAMP3005
1,AMP1721
0,nonAMP642
1,AMP549
0,nonAMP1535
1,AMP1792
0,nonAMP382
1,AMP176
1,AMP1352
0,nonAMP1570
1,AMP2418
0,nonAMP71
0,nonAMP992
0,nonAMP2974
1,AMP438
0,nonAMP1007
0,nonAMP140
0,nonAMP1547
0,nonAMP2237
1,AMP117
0,nonAMP2130
0,nonAMP2166
1,AMP3197
1,AMP1569
0,nonAMP699
1,AMP1303
0,nonAMP2392
0,nonAMP660
0,nonAMP1181
1,AMP772
1,AMP1932
0,nonAMP736
1,AMP2380
1,AMP410
0,nonAMP3173
1,AMP93
0,nonAMP721
0,nonAMP2257
1,AMP1150
1,AMP2537
0,nonAMP1428
1,AMP1629
0,nonAMP3016
1,AMP2517
1,AMP3203
1,AMP1680
0,nonAMP412
1,AMP2667
1,AMP701
0,nonAMP2175
1,AMP1120
1,AMP926
0,nonAMP2646
0,nonAMP3126
1,AMP2394
1,AMP1127
1,AMP610
1,AMP2232
1,AMP2652
1,nonAMP1537
1,nonAMP599
1,AMP1231
0,nonAMP1802
1,AMP3219
1,AMP2352
1,AMP2518
1,AMP2934
0,AMP2980
0,nonAMP2568
1,AMP977
0,nonAMP2452
0,nonAMP1392
1,AMP1976
1,AMP798
1,AMP2464
1,AMP624
0,nonAMP165
1,AMP1041
1,AMP1058
0,nonAMP2993
0,nonAMP2059
1,AMP2028
1,AMP2245
1,AMP1884
0,nonAMP2779
0,nonAMP2356
0,nonAMP905
1,AMP243
1,AMP1441
1,AMP1512
1,nonAMP2429
1,AMP1463
1,AMP1042
0,nonAMP1609
0,nonAMP3191
1,AMP114
1,AMP2306
0,nonAMP2034
1,AMP1457
1,AMP3101
1,AMP988
1,AMP98
1,AMP1974
1,AMP3083
1,AMP1300
1,AMP2910
0,nonAMP471
0,nonAMP1611
1,AMP1724
0,nonAMP2514
1,AMP2759
0,nonAMP2254
0,nonAMP1075
0,nonAMP2163
0,AMP2135
0,nonAMP251
1,AMP1438
0,nonAMP2140
0,nonAMP626
0,AMP3238
1,AMP1382
0,nonAMP2720
0,nonAMP800
1,AMP2970
1,AMP1568
1,AMP312
1,AMP1005
1,AMP1741
0,nonAMP1025
0,nonAMP727
0,nonAMP37
0,nonAMP283
1,AMP548
1,AMP627
0,nonAMP1794
0,nonAMP2578
1,AMP2172
0,nonAMP2503
1,AMP1638
1,AMP3189
0,nonAMP1008
1,AMP78
1,AMP71
0,nonAMP3226
0,nonAMP1836
1,AMP208
0,nonAMP1833
0,nonAMP900
0,nonAMP2242
0,nonAMP465
1,AMP2178
0,nonAMP2488
1,AMP2546
1,AMP3050
1,AMP2072
0,nonAMP84
0,nonAMP1912
0,nonAMP2521
1,AMP762
1,AMP1625
1,AMP1704
1,nonAMP3071
0,nonAMP218
0,nonAMP1268
1,AMP2076
0,nonAMP400
0,nonAMP609
1,AMP1397
0,nonAMP5
0,nonAMP1318
1,AMP2679
1,AMP1391
1,AMP135
0,nonAMP1515
0,nonAMP1645
0,nonAMP3222
1,AMP1905
0,nonAMP2355
1,AMP1618
1,AMP2185
1,AMP92
0,nonAMP1890
1,AMP956
1,AMP693
0,nonAMP965
1,AMP2024
1,AMP2572
0,nonAMP891
0,nonAMP1266
0,nonAMP3175
0,nonAMP2914
0,nonAMP153
0,nonAMP2025
1,AMP2872
0,nonAMP2197
0,nonAMP2074
0,nonAMP93
1,AMP137
0,nonAMP1893
1,AMP973
0,nonAMP2511
0,nonAMP2742
0,nonAMP2107
1,AMP474
1,AMP552
0,nonAMP1367
0,nonAMP2269
1,AMP1257
0,nonAMP2799
0,nonAMP2474
1,AMP3103
0,nonAMP2806
1,AMP670
0,nonAMP553
0,nonAMP2755
0,nonAMP2774
0,nonAMP2365
1,AMP10
1,AMP408
1,nonAMP788
0,nonAMP348
1,AMP1840
0,nonAMP2156
1,AMP3033
1,AMP3071
0,nonAMP653
1,AMP2092
0,nonAMP2106
1,AMP1161
0,nonAMP340
1,AMP2382
0,nonAMP1808
1,AMP1835
1,AMP2778
1,AMP217
1,AMP2930
0,nonAMP2426
1,AMP291
1,AMP2859
0,nonAMP1247
0,nonAMP1821
1,AMP1588
0,nonAMP3239
0,nonAMP2029
1,AMP370
0,nonAMP2797
0,nonAMP166
0,nonAMP1301
1,AMP259
1,AMP1697
0,nonAMP566
1,nonAMP557
1,AMP1611
1,nonAMP1590
1,AMP121
0,nonAMP2890
0,nonAMP1223
0,nonAMP1372
0,nonAMP2448
0,nonAMP3193
1,AMP1011
1,AMP2265
0,nonAMP1176
0,nonAMP2440
1,AMP361
0,nonAMP464
1,AMP1544
1,AMP1524
0,nonAMP728
1,AMP70
0,nonAMP1698
0,nonAMP83
0,nonAMP2018
1,AMP2082
0,nonAMP2455
1,AMP1138
0,nonAMP2587
1,AMP158
0,nonAMP372
0,nonAMP3030
0,nonAMP663
1,AMP518
1,AMP1141
0,nonAMP2459
0,nonAMP1469
1,AMP215
0,nonAMP2741
1,AMP3145
0,nonAMP2335
0,nonAMP1421
0,nonAMP1131
0,nonAMP225
0,nonAMP1171
0,nonAMP2714
1,AMP1395
1,nonAMP2274
0,nonAMP1323
0,nonAMP3180
1,AMP2177
1,AMP747
0,nonAMP2619
1,AMP1379
0,nonAMP1656
1,AMP633
0,nonAMP2354
0,nonAMP1602
1,AMP761
0,nonAMP994
0,nonAMP826
1,AMP1424
0,nonAMP1908
0,nonAMP598
0,nonAMP1503
1,AMP1617
1,AMP433
1,AMP1475
1,AMP3192
0,nonAMP898
1,AMP780
0,nonAMP1395
1,AMP107
0,nonAMP947
0,nonAMP2414
0,nonAMP1162
0,AMP2104
1,AMP2033
0,nonAMP116
1,AMP2940
1,AMP1842
1,AMP3162
1,nonAMP1986
0,nonAMP1667
1,AMP1656
0,nonAMP2711
0,nonAMP2047
1,AMP1376
0,nonAMP443
0,nonAMP290
1,AMP440
0,nonAMP346
0,nonAMP1969
0,nonAMP1942
1,AMP35
1,AMP2868
0,nonAMP1000
1,AMP2630
0,nonAMP306
1,AMP1643
1,AMP2479
1,AMP300
0,nonAMP2006
1,AMP2305
1,AMP1087
0,nonAMP871
0,nonAMP590
1,AMP1602
1,AMP1626
0,nonAMP478
1,AMP94
1,AMP2933
1,AMP2801
1,AMP1040
0,nonAMP851
0,nonAMP2304
1,AMP3247
1,AMP2413
1,AMP2031
1,AMP1580
0,nonAMP1783
1,AMP1003
0,nonAMP2795
1,AMP1212
1,AMP1442
0,nonAMP1623
0,nonAMP2929
1,AMP2171
1,AMP2913
0,AMP2136
1,AMP1600
1,AMP364
1,AMP2561
0,nonAMP1545
1,AMP2504
0,nonAMP2182
1,AMP2333
0,nonAMP1834
0,nonAMP243
1,AMP721
1,nonAMP671
1,AMP2307
1,AMP1088
1,AMP3044
0,nonAMP2442
0,nonAMP1077
0,nonAMP2677
1,AMP1406
0,nonAMP1470
0,nonAMP928
1,AMP2438
1,AMP2085
1,AMP1735
0,nonAMP1385
1,AMP2671
0,nonAMP1279
0,nonAMP1029
1,AMP1310
1,AMP43
0,nonAMP1975
1,AMP851
0,nonAMP829
0,nonAMP792
0,nonAMP229
0,nonAMP2792
0,nonAMP3029
1,AMP1836
0,nonAMP2844
1,AMP322
0,nonAMP1186
1,AMP328
0,nonAMP625
0,nonAMP2876
0,nonAMP505
1,AMP997
0,nonAMP3102
1,AMP2869
0,AMP1554
0,nonAMP701
0,nonAMP502
0,nonAMP1259
1,AMP754
1,AMP2182
1,AMP2805
0,nonAMP1981
0,nonAMP3027
0,nonAMP2480
0,nonAMP2961
0,nonAMP107
1,AMP1354
1,AMP2855
0,nonAMP781
1,AMP1825
1,AMP283
0,nonAMP2138
0,nonAMP878
0,nonAMP1196
1,AMP1260
0,nonAMP1132
1,AMP1012
0,nonAMP2349
0,nonAMP1600
1,nonAMP135
1,AMP2350
1,AMP1946
0,nonAMP2207
1,AMP2475
1,AMP1525
0,nonAMP1558
1,AMP1659
0,nonAMP717
1,AMP2963
1,AMP540
0,nonAMP487
0,nonAMP347
0,nonAMP1393
1,AMP2524
0,nonAMP528
1,AMP2796
1,AMP2018
1,AMP2530
0,nonAMP1566
0,nonAMP1438
0,nonAMP1352
1,AMP2877
0,nonAMP2621
1,AMP90
0,nonAMP2571
0,nonAMP1887
0,AMP2140
0,nonAMP3232
1,AMP449
1,AMP48
1,AMP1744
0,nonAMP1782
1,AMP888
1,nonAMP940
1,AMP696
0,nonAMP1683
0,nonAMP789
1,AMP1018
1,AMP513
1,AMP427
1,AMP612
0,AMP3187
0,nonAMP1538
1,AMP1223
0,nonAMP932
1,AMP683
0,nonAMP752
1,AMP2384
1,AMP617
1,AMP2277
0,nonAMP342
0,nonAMP742
1,AMP2787
1,AMP3122
1,AMP2336
1,AMP1235
0,nonAMP1773
0,nonAMP2157
1,AMP237
1,AMP1115
1,AMP479
1,AMP2758
0,nonAMP13
0,nonAMP1925
1,AMP2270
1,nonAMP1370
0,nonAMP2824
1,AMP2272
1,AMP2563
0,nonAMP133
1,AMP660
1,AMP2831
1,AMP1099
0,nonAMP2198
0,nonAMP2162
1,AMP1060
0,nonAMP3073
1,AMP1859
0,nonAMP3244
0,nonAMP1078
0,nonAMP1565
0,nonAMP2782
0,nonAMP1844
0,nonAMP1750
0,nonAMP3017
1,AMP708
1,AMP3011
0,nonAMP273
0,nonAMP926
0,nonAMP596
0,nonAMP870
0,nonAMP3243
0,nonAMP1380
0,nonAMP188
1,AMP316
1,AMP3244
0,nonAMP115
0,nonAMP951
1,AMP1672
0,nonAMP1190
0,nonAMP1416
0,nonAMP1615
0,nonAMP1982
0,nonAMP513
1,AMP2975
0,nonAMP2201
1,AMP3075
0,nonAMP2583
1,AMP3111
0,nonAMP103
1,AMP1632
0,nonAMP2623
1,AMP1777
1,AMP2991
1,AMP2921
1,AMP118
0,nonAMP777
1,AMP2997
0,nonAMP890
1,AMP3214
1,AMP402
0,nonAMP355
1,AMP937
0,nonAMP622
1,AMP676
0,nonAMP3194
0,nonAMP632
1,AMP3061
1,AMP2660
0,nonAMP2345
0,nonAMP2283
0,nonAMP3002
1,AMP354
0,nonAMP2858
1,AMP2753
1,AMP116
0,nonAMP1368
1,AMP2747
1,nonAMP31
