ID	length	range
nonAMP87708	81	51-100
nonAMP87709	89	51-100
nonAMP87710	97	51-100
nonAMP87711	240	>200
nonAMP87712	244	>200
nonAMP87713	168	151-200
nonAMP87714	150	101-150
nonAMP87715	144	101-150
nonAMP87716	113	101-150
nonAMP87717	193	151-200
nonAMP87718	178	151-200
nonAMP87719	130	101-150
nonAMP87720	228	>200
nonAMP87721	226	>200
nonAMP87722	109	101-150
nonAMP87723	147	101-150
nonAMP87724	44	0-50
nonAMP87725	187	151-200
nonAMP87726	118	101-150
nonAMP87727	255	>200
nonAMP87728	166	151-200
nonAMP87729	81	51-100
nonAMP87730	176	151-200
nonAMP87731	154	151-200
nonAMP87732	214	>200
nonAMP87733	254	>200
nonAMP87734	197	151-200
nonAMP87735	219	>200
nonAMP87736	103	101-150
nonAMP87737	44	0-50
nonAMP87738	169	151-200
nonAMP87739	229	>200
nonAMP87740	117	101-150
nonAMP87741	167	151-200
nonAMP87742	181	151-200
nonAMP87743	132	101-150
nonAMP87744	212	>200
nonAMP87745	105	101-150
nonAMP87746	150	101-150
nonAMP87747	240	>200
nonAMP87748	195	151-200
nonAMP87749	226	>200
nonAMP87750	236	>200
nonAMP87751	210	>200
nonAMP87752	201	>200
nonAMP87753	234	>200
nonAMP87754	137	101-150
nonAMP87755	179	151-200
nonAMP87756	44	0-50
nonAMP87757	215	>200
nonAMP87758	14	0-50
nonAMP87759	170	151-200
nonAMP87760	102	101-150
nonAMP87761	187	151-200
nonAMP87762	179	151-200
nonAMP87763	121	101-150
nonAMP87764	245	>200
nonAMP87765	146	101-150
nonAMP87766	146	101-150
nonAMP87767	152	151-200
nonAMP87768	196	151-200
nonAMP87769	160	151-200
nonAMP87770	59	51-100
nonAMP87771	204	>200
nonAMP87772	211	>200
nonAMP87773	141	101-150
nonAMP87774	238	>200
nonAMP87775	232	>200
nonAMP87776	157	151-200
nonAMP87777	101	101-150
nonAMP87778	206	>200
nonAMP87779	176	151-200
nonAMP87780	199	151-200
nonAMP87781	162	151-200
nonAMP87782	223	>200
nonAMP87783	214	>200
nonAMP87784	212	>200
nonAMP87785	160	151-200
nonAMP87786	167	151-200
nonAMP87787	63	51-100
nonAMP87788	160	151-200
nonAMP87789	183	151-200
nonAMP87790	28	0-50
nonAMP87791	112	101-150
nonAMP87792	169	151-200
nonAMP87793	106	101-150
nonAMP87794	171	151-200
nonAMP87795	179	151-200
nonAMP87796	125	101-150
nonAMP87797	145	101-150
nonAMP87798	212	>200
nonAMP87799	231	>200
nonAMP87800	161	151-200
nonAMP87801	147	101-150
nonAMP87802	127	101-150
nonAMP87803	55	51-100
nonAMP87804	132	101-150
nonAMP87805	89	51-100
nonAMP87806	78	51-100
nonAMP87807	160	151-200
nonAMP87808	160	151-200
nonAMP87809	231	>200
nonAMP87810	137	101-150
nonAMP87811	207	>200
nonAMP87812	226	>200
nonAMP87813	160	151-200
nonAMP87814	250	>200
nonAMP87815	60	51-100
nonAMP87816	138	101-150
nonAMP87817	165	151-200
nonAMP87818	105	101-150
nonAMP87819	108	101-150
nonAMP87820	162	151-200
nonAMP87821	188	151-200
nonAMP87822	209	>200
nonAMP87823	227	>200
nonAMP87824	177	151-200
nonAMP87825	143	101-150
nonAMP87826	108	101-150
nonAMP87827	111	101-150
nonAMP87828	241	>200
nonAMP87829	216	>200
nonAMP87830	220	>200
nonAMP87831	191	151-200
nonAMP87832	245	>200
nonAMP87833	234	>200
nonAMP87834	238	>200
nonAMP87835	192	151-200
nonAMP87836	240	>200
nonAMP87837	103	101-150
nonAMP87838	184	151-200
nonAMP87839	229	>200
nonAMP87840	125	101-150
nonAMP87841	132	101-150
nonAMP87842	133	101-150
nonAMP87843	156	151-200
nonAMP87844	158	151-200
nonAMP87845	173	151-200
nonAMP87846	241	>200
nonAMP87847	161	151-200
nonAMP87848	235	>200
nonAMP87849	157	151-200
nonAMP87850	185	151-200
nonAMP87851	68	51-100
nonAMP87852	148	101-150
nonAMP87853	166	151-200
nonAMP87854	246	>200
nonAMP87855	148	101-150
nonAMP87856	100	51-100
nonAMP87857	184	151-200
nonAMP87858	232	>200
nonAMP87859	250	>200
nonAMP87860	85	51-100
nonAMP87861	89	51-100
nonAMP87862	24	0-50
nonAMP87863	239	>200
nonAMP87864	170	151-200
nonAMP87865	179	151-200
nonAMP87866	109	101-150
nonAMP87867	106	101-150
nonAMP87868	233	>200
nonAMP87869	201	>200
nonAMP87870	196	151-200
nonAMP87871	193	151-200
nonAMP87872	113	101-150
nonAMP87873	254	>200
nonAMP87874	126	101-150
nonAMP87875	151	151-200
nonAMP87876	114	101-150
nonAMP87877	156	151-200
nonAMP87878	142	101-150
nonAMP87879	179	151-200
nonAMP87880	145	101-150
nonAMP87881	229	>200
nonAMP87882	222	>200
nonAMP87883	242	>200
nonAMP87884	208	>200
nonAMP87885	153	151-200
nonAMP87886	207	>200
nonAMP87887	143	101-150
nonAMP87888	131	101-150
nonAMP87889	156	151-200
nonAMP87890	102	101-150
nonAMP87891	186	151-200
nonAMP87892	217	>200
nonAMP87893	55	51-100
nonAMP87894	141	101-150
nonAMP87895	90	51-100
nonAMP87896	195	151-200
nonAMP87897	228	>200
nonAMP87898	188	151-200
nonAMP87899	153	151-200
nonAMP87900	222	>200
nonAMP87901	248	>200
nonAMP87902	235	>200
nonAMP87903	146	101-150
nonAMP87904	141	101-150
nonAMP87905	83	51-100
nonAMP87906	69	51-100
nonAMP87907	205	>200
nonAMP87908	79	51-100
nonAMP87909	248	>200
nonAMP87910	156	151-200
nonAMP87911	84	51-100
nonAMP87912	202	>200
nonAMP87913	116	101-150
nonAMP87914	142	101-150
nonAMP87915	154	151-200
nonAMP87916	183	151-200
nonAMP87917	85	51-100
nonAMP87918	96	51-100
nonAMP87919	119	101-150
nonAMP87920	142	101-150
nonAMP87921	104	101-150
nonAMP87922	118	101-150
nonAMP87923	228	>200
nonAMP87924	235	>200
nonAMP87925	105	101-150
nonAMP87926	173	151-200
nonAMP87927	191	151-200
nonAMP87928	139	101-150
nonAMP87929	195	151-200
nonAMP87930	184	151-200
nonAMP87931	74	51-100
nonAMP87932	130	101-150
nonAMP87933	218	>200
nonAMP87934	204	>200
nonAMP87935	86	51-100
nonAMP87936	119	101-150
nonAMP87937	81	51-100
nonAMP87938	209	>200
nonAMP87939	66	51-100
nonAMP87940	138	101-150
nonAMP87941	71	51-100
nonAMP87942	133	101-150
nonAMP87943	161	151-200
nonAMP87944	148	101-150
nonAMP87945	123	101-150
nonAMP87946	72	51-100
nonAMP87947	176	151-200
nonAMP87948	110	101-150
nonAMP87949	202	>200
nonAMP87950	112	101-150
nonAMP87951	134	101-150
nonAMP87952	215	>200
nonAMP87953	145	101-150
nonAMP87954	77	51-100
nonAMP87955	211	>200
nonAMP87956	98	51-100
nonAMP87957	221	>200
nonAMP87958	213	>200
nonAMP87959	192	151-200
nonAMP87960	54	51-100
nonAMP87961	104	101-150
nonAMP87962	160	151-200
nonAMP87963	78	51-100
nonAMP87964	246	>200
nonAMP87965	61	51-100
nonAMP87966	221	>200
nonAMP87967	172	151-200
nonAMP87968	234	>200
nonAMP87969	126	101-150
nonAMP87970	53	51-100
nonAMP87971	33	0-50
nonAMP87972	212	>200
nonAMP87973	104	101-150
nonAMP87974	120	101-150
nonAMP87975	166	151-200
nonAMP87976	235	>200
nonAMP87977	138	101-150
nonAMP87978	153	151-200
nonAMP87979	129	101-150
nonAMP87980	252	>200
nonAMP87981	106	101-150
nonAMP87982	87	51-100
nonAMP87983	153	151-200
nonAMP87984	184	151-200
nonAMP87985	251	>200
nonAMP87986	149	101-150
nonAMP87987	231	>200
nonAMP87988	231	>200
nonAMP87989	217	>200
nonAMP87990	180	151-200
nonAMP87991	173	151-200
nonAMP87992	84	51-100
nonAMP87993	126	101-150
nonAMP87994	130	101-150
nonAMP87995	250	>200
nonAMP87996	159	151-200
nonAMP87997	224	>200
nonAMP87998	180	151-200
nonAMP87999	187	151-200
nonAMP88000	123	101-150
nonAMP88001	166	151-200
nonAMP88002	146	101-150
nonAMP88003	159	151-200
nonAMP88004	142	101-150
nonAMP88005	112	101-150
nonAMP88006	17	0-50
nonAMP88007	159	151-200
nonAMP88008	188	151-200
nonAMP88009	155	151-200
nonAMP88010	149	101-150
nonAMP88011	159	151-200
nonAMP88012	162	151-200
nonAMP88013	71	51-100
nonAMP88014	174	151-200
nonAMP88015	209	>200
nonAMP88016	147	101-150
nonAMP88017	124	101-150
nonAMP88018	162	151-200
nonAMP88019	76	51-100
nonAMP88020	93	51-100
nonAMP88021	206	>200
nonAMP88022	138	101-150
nonAMP88023	226	>200
nonAMP88024	66	51-100
nonAMP88025	236	>200
nonAMP88026	105	101-150
nonAMP88027	114	101-150
nonAMP88028	141	101-150
nonAMP88029	182	151-200
nonAMP88030	184	151-200
nonAMP88031	219	>200
nonAMP88032	155	151-200
nonAMP88033	49	0-50
nonAMP88034	125	101-150
nonAMP88035	107	101-150
nonAMP88036	116	101-150
nonAMP88037	223	>200
nonAMP88038	222	>200
nonAMP88039	102	101-150
nonAMP88040	29	0-50
nonAMP88041	162	151-200
nonAMP88042	208	>200
nonAMP88043	89	51-100
nonAMP88044	200	151-200
nonAMP88045	141	101-150
nonAMP88046	181	151-200
nonAMP88047	90	51-100
nonAMP88048	61	51-100
nonAMP88049	197	151-200
nonAMP88050	126	101-150
nonAMP88051	187	151-200
nonAMP88052	115	101-150
nonAMP88053	172	151-200
nonAMP88054	98	51-100
nonAMP88055	60	51-100
nonAMP88056	225	>200
nonAMP88057	111	101-150
nonAMP88058	141	101-150
nonAMP88059	119	101-150
nonAMP88060	150	101-150
nonAMP88061	205	>200
nonAMP88062	75	51-100
nonAMP88063	248	>200
nonAMP88064	144	101-150
nonAMP88065	192	151-200
nonAMP88066	15	0-50
nonAMP88067	220	>200
nonAMP88068	95	51-100
nonAMP88069	185	151-200
nonAMP88070	184	151-200
nonAMP88071	174	151-200
nonAMP88072	185	151-200
nonAMP88073	250	>200
nonAMP88074	213	>200
nonAMP88075	192	151-200
nonAMP88076	233	>200
nonAMP88077	114	101-150
nonAMP88078	240	>200
nonAMP88079	164	151-200
nonAMP88080	174	151-200
nonAMP88081	141	101-150
nonAMP88082	238	>200
nonAMP88083	231	>200
nonAMP88084	91	51-100
nonAMP88085	159	151-200
nonAMP88086	245	>200
nonAMP88087	173	151-200
nonAMP88088	77	51-100
nonAMP88089	145	101-150
nonAMP88090	249	>200
nonAMP88091	234	>200
nonAMP88092	117	101-150
nonAMP88093	89	51-100
nonAMP88094	230	>200
nonAMP88095	191	151-200
nonAMP88096	214	>200
nonAMP88097	37	0-50
nonAMP88098	155	151-200
nonAMP88099	142	101-150
nonAMP88100	54	51-100
nonAMP88101	143	101-150
nonAMP88102	73	51-100
nonAMP88103	174	151-200
nonAMP88104	209	>200
nonAMP88105	86	51-100
nonAMP88106	214	>200
nonAMP88107	212	>200
nonAMP88108	59	51-100
nonAMP88109	29	0-50
nonAMP88110	81	51-100
nonAMP88111	183	151-200
nonAMP88112	172	151-200
nonAMP88113	49	0-50
nonAMP88114	234	>200
nonAMP88115	45	0-50
nonAMP88116	228	>200
nonAMP88117	59	51-100
nonAMP88118	103	101-150
nonAMP88119	184	151-200
nonAMP88120	149	101-150
nonAMP88121	164	151-200
nonAMP88122	220	>200
nonAMP88123	103	101-150
nonAMP88124	165	151-200
nonAMP88125	127	101-150
nonAMP88126	126	101-150
nonAMP88127	138	101-150
nonAMP88128	78	51-100
nonAMP88129	207	>200
nonAMP88130	208	>200
nonAMP88131	34	0-50
nonAMP88132	244	>200
nonAMP88133	249	>200
nonAMP88134	182	151-200
nonAMP88135	177	151-200
nonAMP88136	248	>200
nonAMP88137	199	151-200
nonAMP88138	77	51-100
nonAMP88139	169	151-200
nonAMP88140	40	0-50
nonAMP88141	120	101-150
nonAMP88142	119	101-150
nonAMP88143	146	101-150
nonAMP88144	240	>200
nonAMP88145	95	51-100
nonAMP88146	52	51-100
nonAMP88147	117	101-150
nonAMP88148	47	0-50
nonAMP88149	133	101-150
nonAMP88150	174	151-200
nonAMP88151	227	>200
nonAMP88152	119	101-150
nonAMP88153	182	151-200
nonAMP88154	233	>200
nonAMP88155	104	101-150
nonAMP88156	86	51-100
nonAMP88157	248	>200
nonAMP88158	68	51-100
nonAMP88159	204	>200
nonAMP88160	138	101-150
nonAMP88161	192	151-200
nonAMP88162	92	51-100
nonAMP88163	234	>200
nonAMP88164	243	>200
nonAMP88165	126	101-150
nonAMP88166	216	>200
nonAMP88167	223	>200
nonAMP88168	223	>200
nonAMP88169	121	101-150
nonAMP88170	177	151-200
nonAMP88171	138	101-150
nonAMP88172	101	101-150
nonAMP88173	142	101-150
nonAMP88174	91	51-100
nonAMP88175	216	>200
nonAMP88176	165	151-200
nonAMP88177	204	>200
nonAMP88178	53	51-100
nonAMP88179	183	151-200
nonAMP88180	193	151-200
nonAMP88181	160	151-200
nonAMP88182	128	101-150
nonAMP88183	163	151-200
nonAMP88184	136	101-150
nonAMP88185	179	151-200
nonAMP88186	255	>200
nonAMP88187	252	>200
nonAMP88188	113	101-150
nonAMP88189	189	151-200
nonAMP88190	68	51-100
nonAMP88191	144	101-150
nonAMP88192	92	51-100
nonAMP88193	141	101-150
nonAMP88194	136	101-150
nonAMP88195	170	151-200
nonAMP88196	73	51-100
nonAMP88197	44	0-50
nonAMP88198	97	51-100
nonAMP88199	223	>200
nonAMP88200	235	>200
nonAMP88201	238	>200
nonAMP88202	230	>200
nonAMP88203	182	151-200
nonAMP88204	243	>200
nonAMP88205	188	151-200
nonAMP88206	220	>200
nonAMP88207	211	>200
nonAMP88208	83	51-100
nonAMP88209	196	151-200
nonAMP88210	113	101-150
nonAMP88211	65	51-100
nonAMP88212	243	>200
nonAMP88213	167	151-200
nonAMP88214	230	>200
nonAMP88215	118	101-150
nonAMP88216	216	>200
nonAMP88217	240	>200
nonAMP88218	198	151-200
nonAMP88219	122	101-150
nonAMP88220	131	101-150
nonAMP88221	55	51-100
nonAMP88222	97	51-100
nonAMP88223	19	0-50
nonAMP88224	252	>200
nonAMP88225	220	>200
nonAMP88226	242	>200
nonAMP88227	98	51-100
nonAMP88228	210	>200
nonAMP88229	72	51-100
nonAMP88230	165	151-200
nonAMP88231	158	151-200
nonAMP88232	93	51-100
nonAMP88233	144	101-150
nonAMP88234	232	>200
nonAMP88235	45	0-50
nonAMP88236	131	101-150
nonAMP88237	44	0-50
nonAMP88238	172	151-200
nonAMP88239	129	101-150
nonAMP88240	66	51-100
nonAMP88241	247	>200
nonAMP88242	235	>200
nonAMP88243	67	51-100
nonAMP88244	200	151-200
nonAMP88245	88	51-100
nonAMP88246	209	>200
nonAMP88247	188	151-200
nonAMP88248	189	151-200
nonAMP88249	206	>200
nonAMP88250	191	151-200
nonAMP88251	167	151-200
nonAMP88252	115	101-150
nonAMP88253	156	151-200
nonAMP88254	102	101-150
nonAMP88255	115	101-150
nonAMP88256	236	>200
nonAMP88257	118	101-150
nonAMP88258	62	51-100
nonAMP88259	184	151-200
nonAMP88260	216	>200
nonAMP88261	216	>200
nonAMP88262	84	51-100
nonAMP88263	196	151-200
nonAMP88264	83	51-100
nonAMP88265	250	>200
nonAMP88266	118	101-150
nonAMP88267	188	151-200
nonAMP88268	88	51-100
nonAMP88269	209	>200
nonAMP88270	77	51-100
nonAMP88271	115	101-150
nonAMP88272	175	151-200
nonAMP88273	231	>200
nonAMP88274	234	>200
nonAMP88275	216	>200
nonAMP88276	97	51-100
nonAMP88277	212	>200
nonAMP88278	229	>200
nonAMP88279	64	51-100
nonAMP88280	25	0-50
nonAMP88281	174	151-200
nonAMP88282	141	101-150
nonAMP88283	194	151-200
nonAMP88284	150	101-150
nonAMP88285	169	151-200
nonAMP88286	122	101-150
nonAMP88287	232	>200
nonAMP88288	156	151-200
nonAMP88289	222	>200
nonAMP88290	117	101-150
nonAMP88291	246	>200
nonAMP88292	167	151-200
nonAMP88293	131	101-150
nonAMP88294	152	151-200
nonAMP88295	242	>200
nonAMP88296	148	101-150
nonAMP88297	192	151-200
nonAMP88298	103	101-150
nonAMP88299	147	101-150
nonAMP88300	8	0-50
nonAMP88301	250	>200
nonAMP88302	250	>200
nonAMP88303	229	>200
nonAMP88304	121	101-150
nonAMP88305	172	151-200
nonAMP88306	224	>200
nonAMP88307	217	>200
nonAMP88308	239	>200
nonAMP88309	94	51-100
nonAMP88310	207	>200
nonAMP88311	87	51-100
nonAMP88312	138	101-150
nonAMP88313	205	>200
nonAMP88314	79	51-100
nonAMP88315	157	151-200
nonAMP88316	215	>200
nonAMP88317	113	101-150
nonAMP88318	185	151-200
nonAMP88319	67	51-100
nonAMP88320	201	>200
nonAMP88321	170	151-200
nonAMP88322	250	>200
nonAMP88323	253	>200
nonAMP88324	172	151-200
nonAMP88325	147	101-150
nonAMP88326	234	>200
nonAMP88327	212	>200
nonAMP88328	89	51-100
nonAMP88329	61	51-100
nonAMP88330	218	>200
nonAMP88331	31	0-50
nonAMP88332	173	151-200
nonAMP88333	18	0-50
nonAMP88334	126	101-150
nonAMP88335	131	101-150
nonAMP88336	243	>200
nonAMP88337	138	101-150
nonAMP88338	63	51-100
nonAMP88339	208	>200
nonAMP88340	166	151-200
nonAMP88341	182	151-200
nonAMP88342	96	51-100
nonAMP88343	215	>200
nonAMP88344	234	>200
nonAMP88345	168	151-200
nonAMP88346	196	151-200
nonAMP88347	209	>200
nonAMP88348	145	101-150
nonAMP88349	188	151-200
nonAMP88350	215	>200
nonAMP88351	71	51-100
nonAMP88352	214	>200
nonAMP88353	221	>200
nonAMP88354	212	>200
nonAMP88355	197	151-200
nonAMP88356	202	>200
nonAMP88357	251	>200
nonAMP88358	250	>200
nonAMP88359	100	51-100
nonAMP88360	242	>200
nonAMP88361	234	>200
nonAMP88362	239	>200
nonAMP88363	125	101-150
nonAMP88364	122	101-150
nonAMP88365	201	>200
nonAMP88366	99	51-100
nonAMP88367	149	101-150
nonAMP88368	102	101-150
nonAMP88369	99	51-100
nonAMP88370	180	151-200
nonAMP88371	129	101-150
nonAMP88372	155	151-200
nonAMP88373	208	>200
nonAMP88374	251	>200
nonAMP88375	165	151-200
nonAMP88376	228	>200
nonAMP88377	198	151-200
nonAMP88378	108	101-150
nonAMP88379	223	>200
nonAMP88380	96	51-100
nonAMP88381	236	>200
nonAMP88382	114	101-150
nonAMP88383	187	151-200
nonAMP88384	216	>200
nonAMP88385	172	151-200
nonAMP88386	224	>200
nonAMP88387	123	101-150
nonAMP88388	178	151-200
nonAMP88389	252	>200
nonAMP88390	251	>200
nonAMP88391	231	>200
nonAMP88392	149	101-150
nonAMP88393	136	101-150
nonAMP88394	204	>200
nonAMP88395	249	>200
nonAMP88396	215	>200
nonAMP88397	192	151-200
nonAMP88398	93	51-100
nonAMP88399	141	101-150
nonAMP88400	89	51-100
nonAMP88401	150	101-150
nonAMP88402	180	151-200
nonAMP88403	138	101-150
nonAMP88404	56	51-100
nonAMP88405	178	151-200
nonAMP88406	247	>200
nonAMP88407	157	151-200
nonAMP88408	104	101-150
nonAMP88409	200	151-200
nonAMP88410	102	101-150
nonAMP88411	251	>200
nonAMP88412	229	>200
nonAMP88413	158	151-200
nonAMP88414	43	0-50
nonAMP88415	200	151-200
nonAMP88416	236	>200
nonAMP88417	215	>200
nonAMP88418	61	51-100
nonAMP88419	129	101-150
nonAMP88420	148	101-150
nonAMP88421	230	>200
nonAMP88422	245	>200
nonAMP88423	105	101-150
nonAMP88424	206	>200
nonAMP88425	125	101-150
nonAMP88426	109	101-150
nonAMP88427	103	101-150
nonAMP88428	116	101-150
nonAMP88429	230	>200
nonAMP88430	246	>200
nonAMP88431	134	101-150
nonAMP88432	117	101-150
nonAMP88433	229	>200
nonAMP88434	251	>200
nonAMP88435	146	101-150
nonAMP88436	205	>200
nonAMP88437	54	51-100
nonAMP88438	185	151-200
nonAMP88439	200	151-200
nonAMP88440	199	151-200
nonAMP88441	244	>200
nonAMP88442	147	101-150
nonAMP88443	105	101-150
nonAMP88444	85	51-100
nonAMP88445	224	>200
nonAMP88446	157	151-200
nonAMP88447	98	51-100
nonAMP88448	200	151-200
nonAMP88449	141	101-150
nonAMP88450	61	51-100
nonAMP88451	153	151-200
nonAMP88452	61	51-100
nonAMP88453	140	101-150
nonAMP88454	65	51-100
nonAMP88455	245	>200
nonAMP88456	76	51-100
nonAMP88457	117	101-150
nonAMP88458	95	51-100
nonAMP88459	227	>200
nonAMP88460	247	>200
nonAMP88461	197	151-200
nonAMP88462	119	101-150
nonAMP88463	142	101-150
nonAMP88464	74	51-100
nonAMP88465	212	>200
nonAMP88466	234	>200
nonAMP88467	204	>200
nonAMP88468	200	151-200
nonAMP88469	88	51-100
nonAMP88470	182	151-200
nonAMP88471	186	151-200
nonAMP88472	186	151-200
nonAMP88473	227	>200
nonAMP88474	185	151-200
nonAMP88475	250	>200
nonAMP88476	241	>200
nonAMP88477	152	151-200
nonAMP88478	77	51-100
nonAMP88479	224	>200
nonAMP88480	137	101-150
nonAMP88481	38	0-50
nonAMP88482	152	151-200
nonAMP88483	120	101-150
nonAMP88484	255	>200
nonAMP88485	72	51-100
nonAMP88486	111	101-150
nonAMP88487	188	151-200
nonAMP88488	128	101-150
nonAMP88489	245	>200
nonAMP88490	87	51-100
nonAMP88491	164	151-200
nonAMP88492	197	151-200
nonAMP88493	230	>200
nonAMP88494	165	151-200
nonAMP88495	178	151-200
nonAMP88496	180	151-200
nonAMP88497	202	>200
nonAMP88498	137	101-150
nonAMP88499	62	51-100
nonAMP88500	254	>200
nonAMP88501	197	151-200
nonAMP88502	204	>200
nonAMP88503	121	101-150
nonAMP88504	123	101-150
nonAMP88505	184	151-200
nonAMP88506	79	51-100
nonAMP88507	86	51-100
nonAMP88508	253	>200
nonAMP88509	166	151-200
nonAMP88510	131	101-150
nonAMP88511	249	>200
nonAMP88512	115	101-150
nonAMP88513	209	>200
nonAMP88514	212	>200
nonAMP88515	238	>200
nonAMP88516	83	51-100
nonAMP88517	173	151-200
nonAMP88518	104	101-150
nonAMP88519	199	151-200
nonAMP88520	20	0-50
nonAMP88521	152	151-200
nonAMP88522	254	>200
nonAMP88523	86	51-100
nonAMP88524	164	151-200
nonAMP88525	92	51-100
nonAMP88526	218	>200
nonAMP88527	100	51-100
nonAMP88528	217	>200
nonAMP88529	147	101-150
nonAMP88530	252	>200
nonAMP88531	101	101-150
nonAMP88532	164	151-200
nonAMP88533	97	51-100
nonAMP88534	239	>200
nonAMP88535	229	>200
nonAMP88536	143	101-150
nonAMP88537	159	151-200
nonAMP88538	225	>200
nonAMP88539	208	>200
nonAMP88540	248	>200
nonAMP88541	156	151-200
nonAMP88542	45	0-50
nonAMP88543	206	>200
nonAMP88544	255	>200
nonAMP88545	89	51-100
nonAMP88546	117	101-150
nonAMP88547	121	101-150
nonAMP88548	237	>200
nonAMP88549	96	51-100
nonAMP88550	78	51-100
nonAMP88551	152	151-200
nonAMP88552	129	101-150
nonAMP88553	83	51-100
nonAMP88554	219	>200
nonAMP88555	200	151-200
nonAMP88556	165	151-200
nonAMP88557	173	151-200
nonAMP88558	100	51-100
nonAMP88559	158	151-200
nonAMP88560	59	51-100
nonAMP88561	106	101-150
nonAMP88562	217	>200
nonAMP88563	79	51-100
nonAMP88564	120	101-150
nonAMP88565	77	51-100
nonAMP88566	140	101-150
nonAMP88567	185	151-200
nonAMP88568	218	>200
nonAMP88569	172	151-200
nonAMP88570	202	>200
nonAMP88571	153	151-200
nonAMP88572	85	51-100
nonAMP88573	106	101-150
nonAMP88574	39	0-50
nonAMP88575	208	>200
nonAMP88576	232	>200
nonAMP88577	81	51-100
nonAMP88578	150	101-150
nonAMP88579	207	>200
nonAMP88580	148	101-150
nonAMP88581	50	0-50
nonAMP88582	160	151-200
nonAMP88583	70	51-100
nonAMP88584	144	101-150
nonAMP88585	203	>200
nonAMP88586	189	151-200
nonAMP88587	213	>200
nonAMP88588	132	101-150
nonAMP88589	235	>200
nonAMP88590	95	51-100
nonAMP88591	240	>200
nonAMP88592	188	151-200
nonAMP88593	250	>200
nonAMP88594	203	>200
nonAMP88595	191	151-200
nonAMP88596	173	151-200
nonAMP88597	251	>200
nonAMP88598	252	>200
nonAMP88599	156	151-200
nonAMP88600	252	>200
nonAMP88601	68	51-100
nonAMP88602	186	151-200
nonAMP88603	147	101-150
nonAMP88604	31	0-50
nonAMP88605	74	51-100
nonAMP88606	250	>200
nonAMP88607	252	>200
nonAMP88608	243	>200
nonAMP88609	158	151-200
nonAMP88610	186	151-200
nonAMP88611	86	51-100
nonAMP88612	119	101-150
nonAMP88613	223	>200
nonAMP88614	145	101-150
nonAMP88615	67	51-100
nonAMP88616	199	151-200
nonAMP88617	250	>200
nonAMP88618	251	>200
nonAMP88619	220	>200
nonAMP88620	241	>200
nonAMP88621	166	151-200
nonAMP88622	26	0-50
nonAMP88623	177	151-200
nonAMP88624	167	151-200
nonAMP88625	130	101-150
nonAMP88626	89	51-100
nonAMP88627	135	101-150
nonAMP88628	249	>200
nonAMP88629	107	101-150
nonAMP88630	119	101-150
nonAMP88631	215	>200
nonAMP88632	255	>200
nonAMP88633	147	101-150
nonAMP88634	101	101-150
nonAMP88635	143	101-150
nonAMP88636	207	>200
nonAMP88637	240	>200
nonAMP88638	200	151-200
nonAMP88639	49	0-50
nonAMP88640	183	151-200
nonAMP88641	165	151-200
nonAMP88642	91	51-100
nonAMP88643	125	101-150
nonAMP88644	211	>200
nonAMP88645	186	151-200
nonAMP88646	126	101-150
nonAMP88647	113	101-150
nonAMP88648	188	151-200
nonAMP88649	118	101-150
nonAMP88650	188	151-200
nonAMP88651	206	>200
nonAMP88652	146	101-150
nonAMP88653	116	101-150
nonAMP88654	81	51-100
nonAMP88655	162	151-200
nonAMP88656	150	101-150
nonAMP88657	135	101-150
nonAMP88658	95	51-100
nonAMP88659	116	101-150
nonAMP88660	241	>200
nonAMP88661	205	>200
nonAMP88662	131	101-150
nonAMP88663	233	>200
nonAMP88664	244	>200
nonAMP88665	244	>200
nonAMP88666	222	>200
nonAMP88667	211	>200
nonAMP88668	98	51-100
nonAMP88669	81	51-100
nonAMP88670	187	151-200
nonAMP88671	191	151-200
nonAMP88672	107	101-150
nonAMP88673	196	151-200
nonAMP88674	234	>200
nonAMP88675	61	51-100
nonAMP88676	61	51-100
nonAMP88677	43	0-50
nonAMP88678	142	101-150
nonAMP88679	147	101-150
nonAMP88680	177	151-200
nonAMP88681	194	151-200
nonAMP88682	156	151-200
nonAMP88683	222	>200
nonAMP88684	237	>200
nonAMP88685	178	151-200
nonAMP88686	30	0-50
nonAMP88687	90	51-100
nonAMP88688	86	51-100
nonAMP88689	222	>200
nonAMP88690	156	151-200
nonAMP88691	175	151-200
nonAMP88692	186	151-200
nonAMP88693	207	>200
nonAMP88694	90	51-100
nonAMP88695	193	151-200
nonAMP88696	104	101-150
nonAMP88697	83	51-100
nonAMP88698	175	151-200
nonAMP88699	92	51-100
nonAMP88700	203	>200
nonAMP88701	73	51-100
nonAMP88702	212	>200
nonAMP88703	221	>200
nonAMP88704	134	101-150
nonAMP88705	73	51-100
nonAMP88706	157	151-200
nonAMP88707	96	51-100
nonAMP88708	131	101-150
nonAMP88709	147	101-150
nonAMP88710	252	>200
nonAMP88711	158	151-200
nonAMP88712	236	>200
nonAMP88713	212	>200
nonAMP88714	111	101-150
nonAMP88715	95	51-100
nonAMP88716	151	151-200
nonAMP88717	122	101-150
nonAMP88718	163	151-200
nonAMP88719	196	151-200
nonAMP88720	66	51-100
nonAMP88721	239	>200
nonAMP88722	115	101-150
nonAMP88723	62	51-100
nonAMP88724	189	151-200
nonAMP88725	158	151-200
nonAMP88726	216	>200
nonAMP88727	82	51-100
nonAMP88728	248	>200
