ID	length	range
nonAMP78444	14	0-50
nonAMP119532	34	0-50
nonAMP152795	43	0-50
nonAMP1880	20	0-50
nonAMP77264	36	0-50
nonAMP148204	28	0-50
nonAMP5635	44	0-50
nonAMP128403	20	0-50
nonAMP81842	33	0-50
nonAMP12845	31	0-50
nonAMP15795	13	0-50
nonAMP70248	29	0-50
nonAMP53225	16	0-50
nonAMP138955	12	0-50
nonAMP103593	39	0-50
nonAMP74247	23	0-50
nonAMP39187	15	0-50
nonAMP25450	46	0-50
nonAMP76617	43	0-50
nonAMP57914	23	0-50
nonAMP127470	15	0-50
nonAMP112830	25	0-50
nonAMP99338	29	0-50
nonAMP102594	12	0-50
nonAMP110355	44	0-50
nonAMP159364	38	0-50
nonAMP55294	35	0-50
nonAMP93899	19	0-50
nonAMP113938	50	0-50
nonAMP19663	12	0-50
nonAMP164897	40	0-50
nonAMP139933	49	0-50
nonAMP165270	46	0-50
nonAMP56572	23	0-50
nonAMP12236	48	0-50
nonAMP116088	38	0-50
nonAMP78140	33	0-50
nonAMP72287	46	0-50
nonAMP30259	11	0-50
nonAMP79190	5	0-50
nonAMP59657	21	0-50
nonAMP61447	11	0-50
nonAMP8075	19	0-50
nonAMP164522	13	0-50
nonAMP30727	36	0-50
nonAMP38311	32	0-50
nonAMP27785	18	0-50
nonAMP96398	48	0-50
nonAMP69240	15	0-50
nonAMP126992	6	0-50
nonAMP53667	14	0-50
nonAMP162857	32	0-50
nonAMP7231	12	0-50
nonAMP82827	14	0-50
nonAMP88040	29	0-50
nonAMP88113	49	0-50
nonAMP11093	5	0-50
nonAMP53417	17	0-50
nonAMP131012	37	0-50
nonAMP164860	37	0-50
nonAMP985	38	0-50
nonAMP166567	49	0-50
nonAMP144107	35	0-50
nonAMP127836	44	0-50
nonAMP34611	46	0-50
nonAMP5743	46	0-50
nonAMP108847	11	0-50
nonAMP108790	30	0-50
nonAMP109947	20	0-50
nonAMP146648	43	0-50
nonAMP113316	27	0-50
nonAMP16618	8	0-50
nonAMP37859	48	0-50
nonAMP65099	45	0-50
nonAMP16699	28	0-50
nonAMP25339	44	0-50
nonAMP56786	41	0-50
nonAMP32982	47	0-50
nonAMP154772	21	0-50
nonAMP16262	38	0-50
nonAMP144129	12	0-50
nonAMP2652	37	0-50
nonAMP128196	31	0-50
nonAMP98633	37	0-50
nonAMP35470	9	0-50
nonAMP121461	29	0-50
nonAMP108478	29	0-50
nonAMP119317	28	0-50
nonAMP125204	14	0-50
nonAMP31086	14	0-50
nonAMP106475	39	0-50
nonAMP136851	44	0-50
nonAMP165485	32	0-50
nonAMP63273	43	0-50
nonAMP143494	37	0-50
nonAMP131752	48	0-50
nonAMP28089	41	0-50
nonAMP29463	46	0-50
nonAMP83673	7	0-50
nonAMP61335	20	0-50
nonAMP133522	23	0-50
nonAMP52580	29	0-50
nonAMP85957	50	0-50
nonAMP154146	50	0-50
nonAMP12783	38	0-50
nonAMP6213	10	0-50
nonAMP90029	21	0-50
nonAMP154147	46	0-50
nonAMP119086	39	0-50
nonAMP146794	20	0-50
nonAMP98588	10	0-50
nonAMP166597	37	0-50
nonAMP52655	40	0-50
nonAMP156902	36	0-50
nonAMP113341	14	0-50
nonAMP100768	37	0-50
nonAMP79661	38	0-50
nonAMP67387	10	0-50
nonAMP51565	43	0-50
nonAMP72135	10	0-50
nonAMP140065	45	0-50
nonAMP97226	33	0-50
nonAMP74193	15	0-50
nonAMP145256	9	0-50
nonAMP54528	9	0-50
nonAMP103515	37	0-50
nonAMP44959	5	0-50
nonAMP159266	10	0-50
nonAMP123790	37	0-50
nonAMP27563	47	0-50
nonAMP102242	11	0-50
nonAMP148810	23	0-50
nonAMP87862	24	0-50
nonAMP19981	37	0-50
nonAMP148969	45	0-50
nonAMP91347	14	0-50
nonAMP96459	27	0-50
nonAMP67361	14	0-50
nonAMP164408	45	0-50
nonAMP90957	24	0-50
nonAMP3022	15	0-50
nonAMP142676	8	0-50
nonAMP14434	43	0-50
nonAMP24029	38	0-50
nonAMP163474	15	0-50
nonAMP77288	50	0-50
nonAMP36984	27	0-50
nonAMP26115	13	0-50
nonAMP161168	37	0-50
nonAMP98657	49	0-50
nonAMP29053	31	0-50
nonAMP61111	41	0-50
nonAMP48434	9	0-50
nonAMP147120	38	0-50
nonAMP19223	44	0-50
nonAMP115352	13	0-50
nonAMP71041	9	0-50
nonAMP51455	12	0-50
nonAMP104105	31	0-50
nonAMP78355	43	0-50
nonAMP126049	39	0-50
nonAMP98486	32	0-50
nonAMP30128	10	0-50
nonAMP37528	26	0-50
nonAMP53077	39	0-50
nonAMP6139	12	0-50
nonAMP33346	37	0-50
nonAMP75979	33	0-50
nonAMP152456	47	0-50
nonAMP131415	8	0-50
nonAMP99075	5	0-50
nonAMP32057	48	0-50
nonAMP23438	44	0-50
nonAMP90036	10	0-50
nonAMP55062	13	0-50
nonAMP74050	47	0-50
nonAMP85912	10	0-50
nonAMP92026	6	0-50
nonAMP43245	37	0-50
nonAMP90063	31	0-50
nonAMP51612	21	0-50
nonAMP6261	45	0-50
nonAMP23388	17	0-50
nonAMP111500	9	0-50
nonAMP25143	25	0-50
nonAMP121616	45	0-50
nonAMP35147	36	0-50
nonAMP85158	49	0-50
nonAMP37164	8	0-50
nonAMP149963	49	0-50
nonAMP154816	40	0-50
nonAMP38458	19	0-50
nonAMP63250	31	0-50
nonAMP52482	28	0-50
nonAMP83676	15	0-50
nonAMP125472	50	0-50
nonAMP102986	12	0-50
nonAMP108669	41	0-50
nonAMP6568	37	0-50
nonAMP128459	35	0-50
nonAMP6601	11	0-50
nonAMP125926	49	0-50
nonAMP136619	49	0-50
nonAMP53078	40	0-50
nonAMP15304	11	0-50
nonAMP30402	21	0-50
nonAMP4929	19	0-50
nonAMP29817	23	0-50
nonAMP84392	25	0-50
nonAMP76880	17	0-50
nonAMP139521	40	0-50
nonAMP98035	42	0-50
nonAMP70900	21	0-50
nonAMP142201	46	0-50
nonAMP90994	6	0-50
nonAMP64653	44	0-50
nonAMP97913	8	0-50
nonAMP9125	50	0-50
nonAMP110783	15	0-50
nonAMP94587	10	0-50
nonAMP132760	30	0-50
nonAMP52121	13	0-50
nonAMP74266	47	0-50
nonAMP79590	49	0-50
nonAMP98581	21	0-50
nonAMP23391	40	0-50
nonAMP45398	44	0-50
nonAMP129016	36	0-50
nonAMP103078	15	0-50
nonAMP49534	34	0-50
nonAMP1185	38	0-50
nonAMP112902	14	0-50
nonAMP650	27	0-50
nonAMP34645	10	0-50
nonAMP65148	8	0-50
nonAMP92933	46	0-50
nonAMP157988	11	0-50
nonAMP38399	23	0-50
nonAMP100270	41	0-50
nonAMP48164	38	0-50
nonAMP60349	48	0-50
nonAMP47181	40	0-50
nonAMP85221	32	0-50
nonAMP136360	39	0-50
nonAMP41908	25	0-50
nonAMP112898	39	0-50
nonAMP151556	33	0-50
nonAMP151589	32	0-50
nonAMP134443	7	0-50
nonAMP116812	49	0-50
nonAMP96453	27	0-50
nonAMP159839	37	0-50
nonAMP164636	34	0-50
nonAMP113779	19	0-50
nonAMP110560	11	0-50
nonAMP69051	45	0-50
nonAMP18339	33	0-50
nonAMP25808	13	0-50
nonAMP6319	15	0-50
nonAMP116564	25	0-50
nonAMP164670	21	0-50
nonAMP124969	22	0-50
nonAMP65631	39	0-50
nonAMP103549	45	0-50
nonAMP136694	26	0-50
nonAMP157906	9	0-50
nonAMP11063	12	0-50
nonAMP74144	38	0-50
nonAMP62397	29	0-50
nonAMP13243	15	0-50
nonAMP93	44	0-50
nonAMP22653	45	0-50
nonAMP156385	27	0-50
nonAMP40410	43	0-50
nonAMP121070	40	0-50
nonAMP157395	13	0-50
nonAMP59243	22	0-50
nonAMP151239	24	0-50
nonAMP107661	16	0-50
nonAMP108597	37	0-50
nonAMP143210	24	0-50
nonAMP162866	39	0-50
nonAMP36862	29	0-50
nonAMP54552	23	0-50
nonAMP38916	49	0-50
nonAMP36769	24	0-50
nonAMP155917	31	0-50
nonAMP48153	32	0-50
nonAMP12675	15	0-50
nonAMP125067	15	0-50
nonAMP12458	50	0-50
nonAMP17275	38	0-50
nonAMP164709	13	0-50
nonAMP53870	50	0-50
nonAMP24544	41	0-50
nonAMP46969	23	0-50
nonAMP164662	12	0-50
nonAMP98563	49	0-50
nonAMP48654	50	0-50
nonAMP147906	18	0-50
nonAMP66027	38	0-50
nonAMP13181	15	0-50
nonAMP63783	13	0-50
nonAMP30413	14	0-50
nonAMP63435	48	0-50
nonAMP19222	29	0-50
nonAMP21435	10	0-50
nonAMP55059	30	0-50
nonAMP86984	49	0-50
nonAMP91219	49	0-50
nonAMP134114	50	0-50
nonAMP155057	35	0-50
nonAMP119990	15	0-50
nonAMP43119	16	0-50
nonAMP123189	32	0-50
nonAMP45159	40	0-50
nonAMP126423	33	0-50
nonAMP103049	12	0-50
nonAMP117913	25	0-50
nonAMP46604	23	0-50
nonAMP101184	43	0-50
nonAMP23433	37	0-50
nonAMP98136	15	0-50
nonAMP27825	42	0-50
nonAMP120555	44	0-50
nonAMP38802	28	0-50
nonAMP72590	17	0-50
nonAMP100139	50	0-50
nonAMP90148	22	0-50
nonAMP88865	10	0-50
nonAMP45540	5	0-50
nonAMP22023	9	0-50
nonAMP86228	17	0-50
nonAMP146626	30	0-50
nonAMP92009	22	0-50
nonAMP134694	36	0-50
nonAMP163920	40	0-50
nonAMP138841	48	0-50
nonAMP28749	31	0-50
nonAMP19051	13	0-50
nonAMP85597	47	0-50
nonAMP146438	14	0-50
nonAMP41845	44	0-50
nonAMP62433	6	0-50
nonAMP148548	48	0-50
nonAMP51758	47	0-50
nonAMP15787	37	0-50
nonAMP33855	24	0-50
nonAMP113972	6	0-50
nonAMP156842	18	0-50
nonAMP120940	15	0-50
nonAMP156327	20	0-50
nonAMP39479	40	0-50
nonAMP12926	29	0-50
nonAMP59410	21	0-50
nonAMP67813	42	0-50
nonAMP42335	11	0-50
nonAMP9153	20	0-50
nonAMP17645	21	0-50
nonAMP30865	46	0-50
nonAMP122469	29	0-50
nonAMP134148	11	0-50
nonAMP142001	30	0-50
nonAMP39568	38	0-50
nonAMP128022	10	0-50
nonAMP81178	37	0-50
nonAMP42006	32	0-50
nonAMP137663	15	0-50
nonAMP69808	48	0-50
nonAMP64076	11	0-50
nonAMP98054	42	0-50
nonAMP17017	38	0-50
nonAMP72444	35	0-50
nonAMP112402	37	0-50
nonAMP4042	11	0-50
nonAMP13648	30	0-50
nonAMP22282	15	0-50
nonAMP18171	9	0-50
nonAMP154177	15	0-50
nonAMP154958	34	0-50
nonAMP166689	38	0-50
nonAMP106818	50	0-50
nonAMP51868	12	0-50
nonAMP19296	10	0-50
nonAMP140902	13	0-50
nonAMP125038	21	0-50
nonAMP5660	19	0-50
nonAMP140107	36	0-50
nonAMP86637	33	0-50
nonAMP164252	7	0-50
nonAMP102953	44	0-50
nonAMP94643	17	0-50
nonAMP62023	12	0-50
nonAMP38919	31	0-50
nonAMP68960	45	0-50
nonAMP54437	11	0-50
nonAMP129279	40	0-50
nonAMP102339	42	0-50
nonAMP144170	29	0-50
nonAMP47258	7	0-50
nonAMP54251	49	0-50
nonAMP138444	31	0-50
nonAMP11393	49	0-50
nonAMP4436	10	0-50
nonAMP41301	33	0-50
nonAMP121526	48	0-50
nonAMP34587	25	0-50
nonAMP83324	42	0-50
nonAMP73283	25	0-50
nonAMP132119	50	0-50
nonAMP69807	36	0-50
nonAMP32547	41	0-50
nonAMP135935	35	0-50
nonAMP20232	44	0-50
nonAMP37473	42	0-50
nonAMP116854	22	0-50
nonAMP100030	38	0-50
nonAMP132820	9	0-50
nonAMP141309	34	0-50
nonAMP54876	28	0-50
nonAMP125635	9	0-50
nonAMP86727	28	0-50
nonAMP8970	31	0-50
nonAMP51993	24	0-50
nonAMP78493	13	0-50
nonAMP31131	41	0-50
nonAMP166184	31	0-50
nonAMP7883	13	0-50
nonAMP2143	22	0-50
nonAMP163080	50	0-50
nonAMP99448	45	0-50
nonAMP33970	21	0-50
nonAMP120410	50	0-50
nonAMP121551	10	0-50
nonAMP57462	21	0-50
nonAMP85401	8	0-50
nonAMP118530	11	0-50
nonAMP151848	49	0-50
nonAMP154375	45	0-50
nonAMP25341	33	0-50
nonAMP162886	30	0-50
nonAMP2056	33	0-50
nonAMP142583	8	0-50
nonAMP751	24	0-50
nonAMP69613	27	0-50
nonAMP141776	33	0-50
nonAMP43820	39	0-50
nonAMP117749	39	0-50
nonAMP48808	21	0-50
nonAMP147307	15	0-50
nonAMP9779	11	0-50
nonAMP20906	26	0-50
nonAMP4082	36	0-50
nonAMP26599	19	0-50
nonAMP53918	46	0-50
nonAMP27481	49	0-50
nonAMP140192	44	0-50
nonAMP34699	45	0-50
nonAMP70444	30	0-50
nonAMP55416	38	0-50
nonAMP74546	40	0-50
nonAMP164291	12	0-50
nonAMP2410	19	0-50
nonAMP28539	24	0-50
nonAMP93977	5	0-50
nonAMP146866	33	0-50
nonAMP9881	44	0-50
nonAMP17860	10	0-50
nonAMP103092	45	0-50
nonAMP73250	39	0-50
nonAMP61394	49	0-50
nonAMP111806	41	0-50
nonAMP39819	29	0-50
nonAMP82617	15	0-50
nonAMP13063	38	0-50
nonAMP105595	13	0-50
nonAMP74964	45	0-50
nonAMP16569	50	0-50
nonAMP67956	37	0-50
nonAMP122580	36	0-50
nonAMP49162	47	0-50
nonAMP155077	49	0-50
nonAMP78323	12	0-50
nonAMP125839	36	0-50
nonAMP124360	37	0-50
nonAMP29639	45	0-50
nonAMP48566	12	0-50
nonAMP21814	47	0-50
nonAMP97293	48	0-50
nonAMP52433	23	0-50
nonAMP12700	5	0-50
nonAMP37387	22	0-50
nonAMP153176	44	0-50
nonAMP102464	39	0-50
nonAMP14698	42	0-50
nonAMP130424	25	0-50
nonAMP162923	41	0-50
nonAMP93032	21	0-50
nonAMP105036	23	0-50
nonAMP50893	47	0-50
nonAMP85679	40	0-50
nonAMP41986	34	0-50
nonAMP165081	38	0-50
nonAMP111999	39	0-50
nonAMP144849	35	0-50
nonAMP106248	37	0-50
nonAMP77434	37	0-50
nonAMP81275	37	0-50
nonAMP114419	34	0-50
nonAMP80923	15	0-50
nonAMP160436	10	0-50
nonAMP124730	15	0-50
nonAMP158529	50	0-50
nonAMP48987	29	0-50
nonAMP130897	30	0-50
nonAMP143418	25	0-50
nonAMP69149	37	0-50
nonAMP150278	42	0-50
nonAMP113093	50	0-50
nonAMP165632	48	0-50
nonAMP45103	48	0-50
nonAMP12374	25	0-50
nonAMP65948	13	0-50
nonAMP137933	46	0-50
nonAMP21199	47	0-50
nonAMP11642	33	0-50
nonAMP45034	29	0-50
nonAMP25135	37	0-50
nonAMP74344	30	0-50
nonAMP58388	35	0-50
nonAMP90514	44	0-50
nonAMP3289	40	0-50
nonAMP31828	23	0-50
nonAMP140788	17	0-50
nonAMP132896	37	0-50
nonAMP87666	38	0-50
nonAMP114360	35	0-50
nonAMP131464	43	0-50
nonAMP39961	33	0-50
nonAMP90094	44	0-50
nonAMP68200	11	0-50
nonAMP48222	37	0-50
nonAMP92088	14	0-50
nonAMP122819	11	0-50
nonAMP118415	32	0-50
nonAMP115374	16	0-50
nonAMP58851	35	0-50
nonAMP136354	48	0-50
nonAMP155761	10	0-50
nonAMP136728	42	0-50
nonAMP119732	31	0-50
nonAMP64873	47	0-50
nonAMP151115	12	0-50
nonAMP123965	37	0-50
nonAMP122434	8	0-50
nonAMP166596	12	0-50
nonAMP153818	15	0-50
nonAMP24197	25	0-50
nonAMP112328	15	0-50
nonAMP94774	37	0-50
nonAMP131712	42	0-50
nonAMP131363	31	0-50
nonAMP162464	31	0-50
nonAMP72436	13	0-50
nonAMP150298	25	0-50
nonAMP39216	48	0-50
nonAMP66647	12	0-50
nonAMP160174	34	0-50
nonAMP64187	37	0-50
nonAMP32393	29	0-50
nonAMP97120	16	0-50
nonAMP102877	11	0-50
nonAMP49163	38	0-50
nonAMP107826	16	0-50
nonAMP152959	43	0-50
nonAMP43051	20	0-50
nonAMP146827	41	0-50
nonAMP76072	24	0-50
nonAMP44584	16	0-50
nonAMP86458	13	0-50
nonAMP66630	46	0-50
nonAMP104692	12	0-50
nonAMP58108	49	0-50
nonAMP30261	22	0-50
nonAMP106591	39	0-50
nonAMP100906	43	0-50
nonAMP33773	34	0-50
nonAMP54244	24	0-50
nonAMP40394	20	0-50
nonAMP86025	21	0-50
nonAMP121997	11	0-50
nonAMP18856	38	0-50
nonAMP135506	9	0-50
nonAMP138919	16	0-50
nonAMP49048	28	0-50
nonAMP81483	20	0-50
nonAMP80243	12	0-50
nonAMP36505	33	0-50
nonAMP119425	48	0-50
nonAMP1369	49	0-50
nonAMP21103	38	0-50
nonAMP101333	30	0-50
nonAMP143434	28	0-50
nonAMP165585	37	0-50
nonAMP34399	7	0-50
nonAMP23833	14	0-50
nonAMP83251	9	0-50
nonAMP20680	16	0-50
nonAMP30287	32	0-50
nonAMP62349	8	0-50
nonAMP75854	11	0-50
nonAMP103750	44	0-50
nonAMP37213	9	0-50
nonAMP27546	17	0-50
nonAMP48137	25	0-50
nonAMP64346	44	0-50
nonAMP125621	19	0-50
nonAMP164087	19	0-50
nonAMP80456	46	0-50
nonAMP41875	19	0-50
nonAMP8254	24	0-50
nonAMP9759	47	0-50
nonAMP132475	37	0-50
nonAMP43492	37	0-50
nonAMP8667	7	0-50
nonAMP105138	7	0-50
nonAMP104514	16	0-50
nonAMP27964	23	0-50
nonAMP63787	42	0-50
nonAMP158209	14	0-50
nonAMP136322	26	0-50
nonAMP57949	27	0-50
nonAMP2780	29	0-50
nonAMP46965	29	0-50
nonAMP44159	46	0-50
nonAMP92307	17	0-50
nonAMP93688	47	0-50
nonAMP20235	14	0-50
nonAMP119880	30	0-50
nonAMP151882	20	0-50
nonAMP2537	37	0-50
nonAMP88639	49	0-50
nonAMP31968	29	0-50
nonAMP81207	48	0-50
nonAMP97725	9	0-50
nonAMP14619	17	0-50
nonAMP63508	32	0-50
nonAMP114889	45	0-50
nonAMP25506	31	0-50
nonAMP11433	41	0-50
nonAMP151787	28	0-50
nonAMP122576	35	0-50
nonAMP70331	37	0-50
nonAMP88836	8	0-50
nonAMP53834	14	0-50
nonAMP77840	5	0-50
nonAMP77978	118	101-150
nonAMP84780	101	101-150
nonAMP166133	134	101-150
nonAMP84559	147	101-150
nonAMP113591	122	101-150
nonAMP150566	141	101-150
nonAMP60548	140	101-150
nonAMP72136	119	101-150
nonAMP53901	149	101-150
nonAMP61437	138	101-150
nonAMP13722	128	101-150
nonAMP125107	126	101-150
nonAMP3410	119	101-150
nonAMP130065	130	101-150
nonAMP37660	133	101-150
nonAMP28361	130	101-150
nonAMP155819	147	101-150
nonAMP49438	149	101-150
nonAMP21360	109	101-150
nonAMP33862	141	101-150
nonAMP29614	128	101-150
nonAMP100538	144	101-150
nonAMP21649	142	101-150
nonAMP73508	132	101-150
nonAMP38415	141	101-150
nonAMP135516	110	101-150
nonAMP134115	143	101-150
nonAMP105406	121	101-150
nonAMP134452	127	101-150
nonAMP84090	121	101-150
nonAMP105246	143	101-150
nonAMP50121	130	101-150
nonAMP142408	130	101-150
nonAMP57907	143	101-150
nonAMP89129	146	101-150
nonAMP59750	110	101-150
nonAMP96949	148	101-150
nonAMP4659	112	101-150
nonAMP30741	124	101-150
nonAMP160527	149	101-150
nonAMP67886	143	101-150
nonAMP16903	119	101-150
nonAMP147338	132	101-150
nonAMP63283	132	101-150
nonAMP158155	145	101-150
nonAMP4065	141	101-150
nonAMP25926	143	101-150
nonAMP34058	103	101-150
nonAMP71683	146	101-150
nonAMP132738	106	101-150
nonAMP40508	101	101-150
nonAMP165185	115	101-150
nonAMP25039	148	101-150
nonAMP39287	129	101-150
nonAMP45794	150	101-150
nonAMP64075	136	101-150
nonAMP75809	109	101-150
nonAMP115500	129	101-150
nonAMP164325	146	101-150
nonAMP69526	101	101-150
nonAMP39233	109	101-150
nonAMP72421	107	101-150
nonAMP109690	120	101-150
nonAMP16530	118	101-150
nonAMP92581	150	101-150
nonAMP135164	103	101-150
nonAMP121338	137	101-150
nonAMP100212	124	101-150
nonAMP49317	113	101-150
nonAMP117282	134	101-150
nonAMP164724	148	101-150
nonAMP70568	117	101-150
nonAMP165443	130	101-150
nonAMP45509	104	101-150
nonAMP149228	123	101-150
nonAMP91117	150	101-150
nonAMP48268	142	101-150
nonAMP9000	134	101-150
nonAMP95291	119	101-150
nonAMP87420	149	101-150
nonAMP158948	147	101-150
nonAMP54860	127	101-150
nonAMP114453	103	101-150
nonAMP16720	114	101-150
nonAMP26280	141	101-150
nonAMP73498	130	101-150
nonAMP126533	116	101-150
nonAMP5593	124	101-150
nonAMP93950	147	101-150
nonAMP127069	148	101-150
nonAMP66489	101	101-150
nonAMP55926	117	101-150
nonAMP52790	102	101-150
nonAMP115654	125	101-150
nonAMP125990	108	101-150
nonAMP26368	127	101-150
nonAMP166422	125	101-150
nonAMP17353	124	101-150
nonAMP71931	116	101-150
nonAMP126870	118	101-150
nonAMP157597	115	101-150
nonAMP32011	105	101-150
nonAMP100571	131	101-150
nonAMP78744	101	101-150
nonAMP83020	119	101-150
nonAMP45238	132	101-150
nonAMP53712	116	101-150
nonAMP155957	126	101-150
nonAMP34471	136	101-150
nonAMP78856	133	101-150
nonAMP9294	127	101-150
nonAMP10455	133	101-150
nonAMP55354	144	101-150
nonAMP113564	133	101-150
nonAMP70411	142	101-150
nonAMP57874	116	101-150
nonAMP47797	106	101-150
nonAMP145832	103	101-150
nonAMP150540	111	101-150
nonAMP149900	150	101-150
nonAMP2211	118	101-150
nonAMP138850	150	101-150
nonAMP17926	110	101-150
nonAMP52175	101	101-150
nonAMP126569	116	101-150
nonAMP54212	122	101-150
nonAMP28484	113	101-150
nonAMP48384	149	101-150
nonAMP26809	115	101-150
nonAMP46436	120	101-150
nonAMP87092	127	101-150
nonAMP60293	135	101-150
nonAMP110605	138	101-150
nonAMP152954	144	101-150
nonAMP96575	127	101-150
nonAMP109574	108	101-150
nonAMP23950	131	101-150
nonAMP138574	115	101-150
nonAMP158920	129	101-150
nonAMP156217	144	101-150
nonAMP46480	124	101-150
nonAMP21172	144	101-150
nonAMP99277	101	101-150
nonAMP166096	142	101-150
nonAMP34233	120	101-150
nonAMP139829	150	101-150
nonAMP41916	139	101-150
nonAMP128110	120	101-150
nonAMP25072	116	101-150
nonAMP71682	105	101-150
nonAMP112601	121	101-150
nonAMP146411	146	101-150
nonAMP44960	130	101-150
nonAMP16313	103	101-150
nonAMP39813	111	101-150
nonAMP21465	123	101-150
nonAMP131235	122	101-150
nonAMP51779	116	101-150
nonAMP52014	122	101-150
nonAMP74695	140	101-150
nonAMP151347	149	101-150
nonAMP74818	105	101-150
nonAMP49702	139	101-150
nonAMP140099	129	101-150
nonAMP107328	147	101-150
nonAMP91460	123	101-150
nonAMP157126	122	101-150
nonAMP103661	120	101-150
nonAMP106033	109	101-150
nonAMP41390	122	101-150
nonAMP39866	117	101-150
nonAMP116576	121	101-150
nonAMP59117	140	101-150
nonAMP41981	112	101-150
nonAMP4894	127	101-150
nonAMP162593	148	101-150
nonAMP91163	155	151-200
nonAMP87114	161	151-200
nonAMP67343	184	151-200
nonAMP73482	163	151-200
nonAMP120327	158	151-200
nonAMP7318	179	151-200
nonAMP71564	199	151-200
nonAMP41065	192	151-200
nonAMP145376	175	151-200
nonAMP74147	156	151-200
nonAMP155355	176	151-200
nonAMP85601	188	151-200
nonAMP12331	183	151-200
nonAMP118184	157	151-200
nonAMP82585	163	151-200
nonAMP83204	192	151-200
nonAMP27267	160	151-200
nonAMP161850	198	151-200
nonAMP82738	177	151-200
nonAMP78638	169	151-200
nonAMP153175	159	151-200
nonAMP155696	170	151-200
nonAMP6647	158	151-200
nonAMP107144	185	151-200
nonAMP124145	191	151-200
nonAMP111429	162	151-200
nonAMP116895	78	51-100
nonAMP21760	89	51-100
nonAMP9181	88	51-100
nonAMP27068	96	51-100
nonAMP11595	85	51-100
nonAMP4321	80	51-100
nonAMP137477	88	51-100
nonAMP60219	92	51-100
nonAMP128086	99	51-100
nonAMP55967	93	51-100
nonAMP85140	66	51-100
nonAMP136452	98	51-100
nonAMP6129	91	51-100
nonAMP111932	66	51-100
nonAMP53107	71	51-100
nonAMP87562	92	51-100
nonAMP31773	69	51-100
nonAMP142069	65	51-100
nonAMP72712	73	51-100
nonAMP90531	97	51-100
nonAMP123776	86	51-100
nonAMP150155	89	51-100
nonAMP46718	77	51-100
nonAMP95138	78	51-100
nonAMP135310	62	51-100
nonAMP109090	60	51-100
nonAMP10462	70	51-100
nonAMP92181	81	51-100
nonAMP114493	62	51-100
nonAMP107028	77	51-100
nonAMP133428	59	51-100
nonAMP124522	91	51-100
nonAMP52958	92	51-100
nonAMP94920	100	51-100
nonAMP82013	80	51-100
nonAMP121386	86	51-100
nonAMP131854	63	51-100
nonAMP70868	96	51-100
nonAMP77549	87	51-100
nonAMP153741	85	51-100
nonAMP116213	86	51-100
nonAMP91710	85	51-100
nonAMP66613	89	51-100
nonAMP117002	53	51-100
nonAMP22173	90	51-100
nonAMP57920	66	51-100
nonAMP94034	63	51-100
nonAMP129782	57	51-100
nonAMP52889	91	51-100
nonAMP77380	95	51-100
nonAMP89310	57	51-100
nonAMP37671	94	51-100
nonAMP105312	100	51-100
nonAMP63794	96	51-100
nonAMP130955	85	51-100
nonAMP3318	72	51-100
nonAMP9069	66	51-100
nonAMP63817	91	51-100
nonAMP41121	58	51-100
nonAMP7302	66	51-100
nonAMP147067	83	51-100
nonAMP142397	82	51-100
nonAMP164525	95	51-100
nonAMP128645	82	51-100
nonAMP134187	64	51-100
nonAMP69295	80	51-100
nonAMP55120	86	51-100
nonAMP141495	69	51-100
nonAMP139876	97	51-100
nonAMP49408	92	51-100
nonAMP73679	100	51-100
nonAMP93337	90	51-100
nonAMP26111	83	51-100
nonAMP31517	61	51-100
nonAMP118676	58	51-100
nonAMP75546	59	51-100
nonAMP118787	61	51-100
nonAMP48357	87	51-100
nonAMP84566	62	51-100
nonAMP114679	85	51-100
nonAMP23325	74	51-100
nonAMP153315	73	51-100
nonAMP101609	93	51-100
nonAMP117935	69	51-100
nonAMP127405	91	51-100
nonAMP81872	60	51-100
nonAMP63204	65	51-100
nonAMP62858	79	51-100
nonAMP71364	88	51-100
nonAMP137954	93	51-100
nonAMP141523	59	51-100
nonAMP90319	61	51-100
nonAMP31304	88	51-100
nonAMP83551	96	51-100
nonAMP144264	80	51-100
nonAMP121649	93	51-100
nonAMP35101	88	51-100
nonAMP138997	73	51-100
nonAMP160861	60	51-100
nonAMP163578	100	51-100
nonAMP101202	54	51-100
nonAMP99437	76	51-100
nonAMP70259	60	51-100
nonAMP59020	89	51-100
nonAMP132095	96	51-100
nonAMP37969	55	51-100
nonAMP146825	87	51-100
nonAMP94329	95	51-100
nonAMP64502	55	51-100
nonAMP45244	60	51-100
nonAMP52169	89	51-100
nonAMP7615	92	51-100
nonAMP58625	71	51-100
nonAMP117073	78	51-100
nonAMP94701	92	51-100
nonAMP155697	84	51-100
nonAMP132165	83	51-100
nonAMP125882	91	51-100
nonAMP73954	66	51-100
nonAMP126460	65	51-100
nonAMP106560	75	51-100
nonAMP24234	98	51-100
nonAMP139372	79	51-100
nonAMP49059	77	51-100
nonAMP68196	90	51-100
nonAMP79251	96	51-100
nonAMP126486	59	51-100
nonAMP77617	100	51-100
nonAMP105400	94	51-100
nonAMP67875	86	51-100
nonAMP37501	78	51-100
nonAMP70779	97	51-100
nonAMP128988	68	51-100
nonAMP32569	66	51-100
nonAMP3362	99	51-100
nonAMP90102	87	51-100
nonAMP79538	55	51-100
nonAMP43227	72	51-100
nonAMP86511	93	51-100
nonAMP124318	92	51-100
nonAMP126283	81	51-100
